id,id_with_coder,condition,child,age,construct_class,construct,duration
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,purple,4,task_engagement,noplay,1.7845690250396729
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,purple,4,task_engagement,adultseeking,11.519859075546265
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,purple,4,task_engagement,adultseeking,5.102854013442993
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,purple,4,task_engagement,noplay,11.715060949325562
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,purple,4,task_engagement,aimless,5.559219121932983
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,yellow,4,task_engagement,noplay,1.8145389556884766
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,yellow,4,task_engagement,aimless,2.279292106628418
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,yellow,4,task_engagement,aimless,14.313451051712036
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,yellow,4,task_engagement,noplay,0.2940239906311035
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,yellow,4,task_engagement,adultseeking,11.421036958694458
./data-sample/2017-06-06-145135235899,./data-sample/2017-06-06-145135235899-lisa,childchild,yellow,4,task_engagement,aimless,5.450387954711914
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,purple,4,task_engagement,noplay,20.033437967300415
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,20.033437967300415
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,3.989154100418091
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,3.138542890548706
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,2.6231610774993896
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,0.5587818622589111
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,13.23789095878601
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,0.5799369812011719
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,17.901324033737183
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,14.30423617362976
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,1.6961278915405273
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,6.294157028198242
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,goaloriented,0.002000093460083008
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,22.125423908233643
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,8.954347133636475
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,goaloriented,0.0019998550415039062
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,24.08541703224182
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,5.074718952178955
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,5.706339120864868
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,0.0019998550415039062
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,2.6299779415130615
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,14.67294692993164
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,0.9892721176147461
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,8.512359857559204
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,4.07321310043335
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,8.188538074493408
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,21.6594979763031
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,2.0171470642089844
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,noplay,2.7363789081573486
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,adultseeking,4.796121120452881
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,27.712543964385986
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,goaloriented,1.6061351299285889
./data/2017-05-18-145157833880,./data/2017-05-18-145157833880-Scott,childchild,yellow,4,task_engagement,aimless,17.992480993270874
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,21.34601402282715
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,1.841792106628418
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,31.966084003448486
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,10.852020025253296
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,13.439417839050293
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,15.772068977355957
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,3.888864040374756
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,24.17930293083191
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,17.282398223876953
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,80.69039297103882
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,10.380213975906372
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,96.39323496818542
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,0.019064903259277344
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,50.5979220867157
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,5.341917037963867
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,50.65299201011658
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,12.21200704574585
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,152.25880098342896
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,3.5456650257110596
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,goaloriented,1.388441801071167
./data/2017-06-01-102743523980,./data/2017-06-01-102743523980-Scott,childchild,purple,4,task_engagement,noplay,18.855733156204224
